audio_file_name,Submitted Audio Link,Question,Human Transcription,It's,locked.,I,can,open,it.,Notes
grade1_profile28516_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1vlc---35_95u9xVKBqstBON5GlrteiY5/view?usp=drivesdk,It's locked. I can open it. ,It's lock. I can open it. ,2,0,2,2,2,2,
grade1_profile30481_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/11WKcPyuO1nByWJrdGdRyFaySwV0WUVDd/view?usp=drivesdk,It's locked. I can open it. ,It's locked. I can open it. ,0,2,2,2,2,2,
grade1_profile28451_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/18AY2xo_T_j9-GdGAbTBDTMAYK-pT13pJ/view?usp=drivesdk,It's locked. I can open it. ,It's locked. I can open it. ,2,2,2,2,2,2,
grade1_profile28457_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1FN-TEOL5AAgK6fDdhrrERjrZ1qOwVDSg/view?usp=drivesdk,It's locked. I can open it. ,It's lock. I can open it. ,2,0,2,2,2,2,
grade1_profile28423_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1NpovlMsS2GPLJRbDPFDKP3BIAig8qXxW/view?usp=drivesdk,It's locked. I can open it. ,It's locked. I can open it. ,2,2,2,2,2,2,
grade1_profile28402_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/12VIwZXawugg7eaBo7KIVJm9UcK5hP_G1/view?usp=drivesdk,It's locked. I can open it. ,It's lock. I can open. ,2,0,2,2,2,0,
grade1_profile28493_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1EOcJZhPQ5qRMkFUejzH8X3C-RpRbxo1d/view?usp=drivesdk,It's locked. I can open it. ,It's locked. I can open it. ,2,2,2,2,2,2,
grade1_profile28387_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1kT4JOMzkwCbLx_2H3C8CGBH1NrWG1KiD/view?usp=drivesdk,It's locked. I can open it. ,It's locked. I can open it. ,2,2,2,2,2,2,Parent speaking
grade1_profile30589_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1QUJXiisG5X2L24fyFtMIQAL22b3LFHDG/view?usp=drivesdk,It's locked. I can open it. ,It's locked. I can open it. ,2,1,2,2,2,2,
grade1_profile30823_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/11dh34OVzRr1UN6qK1f3KwzzNQWrLyaXE/view?usp=drivesdk,It's locked. I can open it. ,It's locked. I can open it. ,2,2,2,2,2,2,
grade1_profile28391_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/15lSencTCJacMFd-FvZ28h0Pi3PBq9Fcz/view?usp=drivesdk,It's locked. I can open it. ,It's locked. I can open it. ,2,2,2,2,2,2,
grade1_profile28363_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1FTXmZ9RS3Am9Y_gJ9BjXQHPfW8Do5tm4/view?usp=drivesdk,It's locked. I can open it. ,It's lock. I can open it. ,1,0,2,2,2,2,
grade1_profile28385_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1onBYCBns-sOGCGxcNGpOx4qrGruSz3EN/view?usp=drivesdk,It's locked. I can open it. ,It's lock. I can open. ,2,0,2,2,2,0,
grade1_profile28456_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/11xP60WvHJCIAGewyxLcBkEIwJJcl8c6C/view?usp=drivesdk,It's locked. I can open it. ,It's locked. I can open it. ,2,2,2,2,2,2,
grade1_profile28421_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1q7oV1WbdvLNZkq4B-72IwCSFWg8A8Hw7/view?usp=drivesdk,It's locked. I can open it. ,It's locked. I can open it. ,2,1,2,2,2,2,
grade1_profile28429_q2_LP_20251122_100201.mp3,https://drive.google.com/file/d/1piG_S5Lgia4De0vUI96yN-oSwuhWQZY1/view?usp=drivesdk,It's locked. I can open it. ,It's locked. I can open it. ,2,2,2,2,2,2,
grade1_profile28350_q2_QK_20251122_100724.mp3,https://drive.google.com/file/d/1KlOcYrDlORtcuMaYIpgtqjMXuVBhDRn-/view?usp=drivesdk,It's locked. I can open it. ,It's locked. I can open it. ,2,0,2,2,1,2,
